DunsNumber,Company,TradeName,Address,City,State,ZipCode,ZIP4,Officer,Title,Area,Phone,Region,HQDuns,HQCompany,HQTradeName,HQAddress,HQCity,HQState,HQZipCode,HQZIP4,HQOfficer,HQTitle,HQArea,HQPhone,Subsidiary,Related,Kids,CBSA,FipsCounty,CityCode,Latitude,Longitude,LevelCode,EstCat,Emp90,EmpC90,Emp91,EmpC91,Emp92,EmpC92,Emp93,EmpC93,Emp94,EmpC94,Emp95,EmpC95,Emp96,EmpC96,Emp97,EmpC97,Emp98,EmpC98,Emp99,EmpC99,Emp00,EmpC00,Emp01,EmpC01,Emp02,EmpC02,Emp03,EmpC03,Emp04,EmpC04,Emp05,EmpC05,Emp06,EmpC06,Emp07,EmpC07,Emp08,EmpC08,Emp09,EmpC09,Emp10,EmpC10,Emp11,EmpC11,Emp12,EmpC12,Emp13,EmpC13,Emp14,EmpC14,Emp15,EmpC15,EmpHere,EmpHereC,SizeCat,SIC2,SIC3,SIC4,SIC6,SIC8,SIC8_2,SIC8_3,SIC8_4,SIC8_5,SIC8_6,SICChange,SIC90,SIC91,SIC92,SIC93,SIC94,SIC95,SIC96,SIC97,SIC98,SIC99,SIC00,SIC01,SIC02,SIC03,SIC04,SIC05,SIC06,SIC07,SIC08,SIC09,SIC10,SIC11,SIC12,SIC13,SIC14,SIC15,Industry,IndustryGroup,HQDuns90,HQDuns91,HQDuns92,HQDuns93,HQDuns94,HQDuns95,HQDuns96,HQDuns97,HQDuns98,HQDuns99,HQDuns00,HQDuns01,HQDuns02,HQDuns03,HQDuns04,HQDuns05,HQDuns06,HQDuns07,HQDuns08,HQDuns09,HQDuns10,HQDuns11,HQDuns12,HQDuns13,HQDuns14,HQDuns15,HQDunsChange,FIPS90,FIPS91,FIPS92,FIPS93,FIPS94,FIPS95,FIPS96,FIPS97,FIPS98,FIPS99,FIPS00,FIPS01,FIPS02,FIPS03,FIPS04,FIPS05,FIPS06,FIPS07,FIPS08,FIPS09,FIPS10,FIPS11,FIPS12,FIPS13,FIPS14,FIPS15,FipsChange,OutofBis,YearStart,PayDexMin90,PayDexMax90,PayDexMin91,PayDexMax91,PayDexMin92,PayDexMax92,PayDexMin93,PayDexMax93,PayDexMin94,PayDexMax94,PayDexMin95,PayDexMax95,PayDexMin96,PayDexMax96,PayDexMin97,PayDexMax97,PayDexMin98,PayDexMax98,PayDexMin99,PayDexMax99,PayDexMin00,PayDexMax00,PayDexMin01,PayDexMax01,PayDexMin02,PayDexMax02,PayDexMin03,PayDexMax03,PayDexMin04,PayDexMax04,PayDexMin05,PayDexMax05,PayDexMin06,PayDexMax06,PayDexMin07,PayDexMax07,PayDexMin08,PayDexMax08,PayDexMin09,PayDexMax09,PayDexMin10,PayDexMax10,PayDexMin11,PayDexMax11,PayDexMin12,PayDexMax12,PayDexMin13,PayDexMax13,PayDexMin14,PayDexMax14,PayDexMin15,PayDexMax15,DnBRating90,DnBRating91,DnBRating92,DnBRating93,DnBRating94,DnBRating95,DnBRating96,DnBRating97,DnBRating98,DnBRating99,DnBRating00,DnBRating01,DnBRating02,DnBRating03,DnBRating04,DnBRating05,DnBRating06,DnBRating07,DnBRating08,DnBRating09,DnBRating10,DnBRating11,DnBRating12,DnBRating13,DnBRating14,DnBRating15,Sales90,SalesC90,Sales91,SalesC91,Sales92,SalesC92,Sales93,SalesC93,Sales94,SalesC94,Sales95,SalesC95,Sales96,SalesC96,Sales97,SalesC97,Sales98,SalesC98,Sales99,SalesC99,Sales00,SalesC00,Sales01,SalesC01,Sales02,SalesC02,Sales03,SalesC03,Sales04,SalesC04,Sales05,SalesC05,Sales06,SalesC06,Sales07,SalesC07,Sales08,SalesC08,Sales09,SalesC09,Sales10,SalesC10,Sales11,SalesC11,Sales12,SalesC12,Sales13,SalesC13,Sales14,SalesC14,Sales15,SalesC15,SalesHere,SalesHereC,SalesGrowth,SalesGrowthPeer,MoveYears,LastMove,MoveSIC4,OriginCity,OriginState,OriginZIP,DestCity,DestState,DestZIP,MoveEmp,EmpC,MoveSales,MoveSalesC,PubPriv,LegalStat,ForeignOwn,ImpExpInd,GovtContra,Minority,GenderCEO,WomenOwned,Relocate,MoveOften,Cottage,FirstYear,LastYear,Address_First,City_First,State_First,ZipCode_First,CBSA_First,FipsCounty_First,CityCode_First,DunsNumber.1,LastPayDex,PayDex1,PayDex2,PayDex3,PayDex4,PayDex5,PayDex6,PayDex7,PayDex8,PayDex9,PayDex10,PayDex11,PayDex12,PayDex13,PayDex14,PayDex15,PayDex16,PayDex17,PayDex18,PayDex19,PayDex20,PayDex21,UltimoAnnoUtile,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,DnB1,DnB2,DnB3,DnB4,DnB5,DnB6,DnB7,DnB8,DnB9,DnB10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
36656586.0,1409.0,0.0,2306.0,146.0,9.0,33437.0,7557.0,1256.0,31.0,0.0,0.0,515.0,36656586.0,1397.0,0.0,2293.0,141.0,9.0,33437.0,7557.0,1261.0,30.0,0.0,0.0,0.0,0.0,0.0,48424.0,12099.0,120889.0,26.5205,80.167,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,73.0,738.0,7389.0,738999.0,73899999.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,73899999.0,73899999.0,73899999.0,124.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,36656586.0,36656586.0,36656586.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12099.0,12099.0,12099.0,0.0,0.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000.0,3.0,120000.0,3.0,124000.0,3.0,124000.0,3.0,124000.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2015.0,2256.0,149.0,9.0,33437.0,48424.0,12099.0,120889.0,36656586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
36710254.0,1310.0,0.0,679.0,779.0,46.0,24501.0,1101.0,855.0,31.0,83.0,1588.0,275.0,36710254.0,1299.0,0.0,672.0,770.0,46.0,24501.0,1101.0,866.0,30.0,83.0,1584.0,0.0,0.0,0.0,31340.0,51680.0,514901.0,37.4135,79.1704,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,4.0,2.0,0.0,80.0,801.0,8011.0,801100.0,80110000.0,,,,,,0.0,,,,,,,,,,,,,80110000.0,80110000.0,80110000.0,80110000.0,,,,,,,,,,,646.0,180.0,,,,,,,,,,,,,36710254.0,36710254.0,36710254.0,36710254.0,,,,,,,,,,,0.0,,,,,,,,,,,,,51680.0,51680.0,51680.0,51680.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0,3.0,400000.0,3.0,400000.0,3.0,333300.0,3.0,,,,,,,,,,,,,,,,,,,,,333300.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2001.0,2005.0,672.0,783.0,46.0,24501.0,31340.0,51680.0,514901.0,36710254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
36763921.0,713.0,0.0,1322.0,315.0,38.0,19021.0,7437.0,948.0,31.0,13.0,1458.0,311.0,36763921.0,710.0,0.0,1317.0,309.0,38.0,19021.0,7437.0,955.0,30.0,13.0,1453.0,0.0,0.0,0.0,33874.0,42017.0,421503.0,40.0856,74.9087,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,8.0,3.0,8.0,3.0,8.0,3.0,8.0,3.0,8.0,3.0,1.0,99.0,999.0,9999.0,999922.0,99992222.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,99992222.0,99992222.0,99992222.0,99992222.0,99992222.0,286.0,176.0,,,,,,,,,,,,,,,,,,,,,,36763921.0,36763921.0,36763921.0,36763921.0,36763921.0,0.0,,,,,,,,,,,,,,,,,,,,,,42017.0,42017.0,42017.0,42017.0,42017.0,0.0,0.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,2015.0,1299.0,316.0,38.0,19021.0,33874.0,42017.0,421503.0,36763921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
36763923.0,2378.0,0.0,1442.0,39.0,49.0,54911.0,1063.0,1854.0,31.0,235.0,1294.0,22.0,36763923.0,2356.0,0.0,1433.0,37.0,49.0,54911.0,1063.0,1855.0,30.0,236.0,1295.0,0.0,0.0,0.0,11540.0,55087.0,550285.0,44.2938,88.4156,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,80.0,801.0,8011.0,801100.0,80110000.0,,,,,,1.0,,,,,,,,,,,,,80490000.0,80490000.0,80110000.0,80110000.0,80110000.0,80110000.0,80110000.0,80110000.0,80110000.0,80110000.0,80110000.0,80110000.0,80110000.0,80110000.0,646.0,180.0,,,,,,,,,,,,,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,36763923.0,0.0,,,,,,,,,,,,,55087.0,55087.0,55087.0,55087.0,55087.0,55087.0,55087.0,55087.0,55087.0,55087.0,55087.0,55087.0,55087.0,55087.0,0.0,0.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,15.0,14.0,13.0,11.0,10.0,10.0,9.0,10.0,7.0,8.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,3.0,300000.0,3.0,300000.0,3.0,250000.0,3.0,250000.0,3.0,250000.0,3.0,243000.0,3.0,243000.0,3.0,243000.0,3.0,240000.0,3.0,220000.0,3.0,225000.0,3.0,225000.0,3.0,240000.0,3.0,240000.0,3.0,1.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2001.0,2015.0,1419.0,37.0,49.0,54911.0,11540.0,55087.0,550285.0,36763923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
36817591.0,1051.0,139.0,518.0,71.0,22.0,49908.0,9106.0,70.0,26.0,222.0,805.0,295.0,36817591.0,1041.0,136.0,516.0,68.0,22.0,49908.0,9106.0,70.0,26.0,223.0,804.0,0.0,0.0,0.0,26999.0,26013.0,260661.0,46.7577,88.4543,1.0,2.0,,,,,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,80.0,809.0,8093.0,809399.0,80939902.0,,,,,,0.0,,,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,80939902.0,586.0,98.0,,,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,36817591.0,0.0,,,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,26013.0,0.0,0.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,17.0,18.0,19.0,16.0,16.0,15.0,14.0,13.0,11.0,10.0,10.0,9.0,10.0,7.0,8.0,8.0,7.0,,,,,45500.0,3.0,53500.0,3.0,61600.0,3.0,69600.0,3.0,69600.0,3.0,72700.0,3.0,73500.0,3.0,74200.0,3.0,75000.0,3.0,68800.0,3.0,62500.0,3.0,56300.0,3.0,50000.0,3.0,50000.0,3.0,50000.0,3.0,50000.0,3.0,50000.0,3.0,50000.0,3.0,50000.0,3.0,50000.0,3.0,52000.0,3.0,50000.0,3.0,55000.0,3.0,50000.0,3.0,50000.0,3.0,4.0,4.0,58.0,2014.0,8093.0,75.0,18.0,49946.0,9.0,19.0,49908.0,1.0,0.0,55000.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1991.0,2015.0,1578.0,725.0,22.0,49946.0,26999.0,26013.0,264781.0,36817591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
36871259.0,374.0,0.0,2608.0,273.0,44.0,77327.0,8540.0,1038.0,30.0,35.0,1004.0,203.0,36871259.0,373.0,0.0,2590.0,269.0,44.0,77327.0,8540.0,1045.0,29.0,35.0,1003.0,0.0,0.0,0.0,26420.0,48291.0,481737.0,30.3221,95.0321,3.0,2.0,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,17.0,174.0,1742.0,174200.0,17420000.0,,,,,,0.0,,,,,,,,,17420000.0,,,,,,,,,,,,,,,,,,712.0,131.0,,,,,,,,,36871259.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,48291.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,1998.0,2577.0,277.0,44.0,77327.0,26420.0,48291.0,481737.0,36871259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
36924926.0,959.0,0.0,1221.0,1060.0,3.0,85048.0,8935.0,1731.0,31.0,90.0,1384.0,374.0,36924926.0,949.0,0.0,1214.0,1047.0,3.0,85048.0,8935.0,1733.0,30.0,90.0,1382.0,0.0,0.0,0.0,38060.0,4013.0,46111.0,33.3101,112.0242,1.0,2.0,,,,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,39.0,391.0,3911.0,391100.0,39110000.0,,,,,,0.0,,,,,,,,,39110000.0,39110000.0,39110000.0,39110000.0,39110000.0,39110000.0,39110000.0,39110000.0,,,,,,,,,,,499.0,112.0,,,,,,,,,36924926.0,36924926.0,36924926.0,36924926.0,36924926.0,36924926.0,36924926.0,36924926.0,,,,,,,,,,,0.0,,,,,,,,,4013.0,4013.0,4013.0,4013.0,4013.0,4013.0,4013.0,4013.0,,,,,,,,,,,0.0,10.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,17.0,18.0,19.0,16.0,16.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,250000.0,3.0,300000.0,3.0,300000.0,3.0,300000.0,3.0,278300.0,3.0,93800.0,3.0,90000.0,3.0,75000.0,3.0,,,,,,,,,,,,,,,,,,,,,75000.0,3.0,4.0,4.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,2005.0,1207.0,1063.0,3.0,85048.0,38060.0,4013.0,46111.0,36924926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
37085931.0,727.0,0.0,1212.0,1070.0,38.0,15201.0,1835.0,626.0,31.0,0.0,0.0,377.0,37085931.0,724.0,0.0,1206.0,1057.0,38.0,15201.0,1835.0,636.0,30.0,0.0,0.0,0.0,0.0,0.0,38300.0,42003.0,425247.0,40.4658,79.9616,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,76.0,769.0,7699.0,769917.0,76991700.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,76991700.0,76991700.0,76991700.0,76991700.0,76991700.0,172.0,162.0,,,,,,,,,,,,,,,,,,,,,,37085931.0,37085931.0,37085931.0,37085931.0,37085931.0,0.0,,,,,,,,,,,,,,,,,,,,,,42003.0,42003.0,42003.0,42003.0,42003.0,0.0,0.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29500.0,3.0,30000.0,3.0,30000.0,3.0,29700.0,3.0,30000.0,3.0,30000.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2010.0,2015.0,1201.0,1074.0,38.0,15201.0,38300.0,42003.0,425247.0,37085931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
37085933.0,912.0,0.0,2539.0,1094.0,37.0,97229.0,6381.0,1456.0,30.0,93.0,241.0,386.0,37085933.0,902.0,0.0,2522.0,1082.0,37.0,97229.0,6381.0,1458.0,29.0,93.0,237.0,0.0,0.0,0.0,38900.0,41067.0,417067.0,45.525,122.7771,1.0,2.0,32.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,3.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,,,,,12.0,0.0,2.0,58.0,581.0,5812.0,581204.0,58120402.0,,,,,,0.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,58120402.0,,,137.0,60.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,37085933.0,,,0.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41051.0,41067.0,41067.0,41067.0,41067.0,41067.0,41067.0,41067.0,41067.0,,,1.0,0.0,42.0,80.0,80.0,,,,,,,,,,,,,,,67.0,75.0,66.0,67.0,,,,,,,,,,,,,78.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,500000.0,0.0,500000.0,0.0,500000.0,0.0,500000.0,0.0,352600.0,3.0,361400.0,3.0,371000.0,3.0,388900.0,3.0,406000.0,3.0,420000.0,3.0,420000.0,3.0,420000.0,3.0,420000.0,3.0,420000.0,3.0,240000.0,3.0,240000.0,3.0,240000.0,3.0,240000.0,3.0,240000.0,3.0,240000.0,3.0,240000.0,3.0,480000.0,2.0,480000.0,2.0,480000.0,2.0,,,,,480000.0,2.0,1.0,1.0,30.0,2005.0,5812.0,129.0,30.0,97210.0,136.0,31.0,97229.0,12.0,0.0,240000.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1989.0,2013.0,1398.0,1099.0,37.0,97210.0,38900.0,41051.0,417067.0,37085933.0,79.0,79.0,80.0,80.0,80.0,80.0,80.0,78.0,,,,,,,,,,,,,67.0,66.0,9.0,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
37193268.0,1507.0,0.0,873.0,327.0,38.0,18414.0,5001.0,168.0,31.0,113.0,913.0,432.0,37193268.0,1498.0,0.0,862.0,321.0,38.0,18414.0,5001.0,167.0,30.0,114.0,912.0,0.0,0.0,0.0,42540.0,42069.0,421561.0,41.5541,75.743,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,73.0,738.0,7389.0,738999.0,73899999.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,73899999.0,73899999.0,73899999.0,73899999.0,73899999.0,124.0,153.0,,,,,,,,,,,,,,,,,,,,,,37193268.0,37193268.0,37193268.0,37193268.0,37193268.0,0.0,,,,,,,,,,,,,,,,,,,,,,42069.0,42069.0,42069.0,42069.0,42069.0,0.0,0.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000.0,3.0,60000.0,3.0,60000.0,3.0,60000.0,3.0,62000.0,3.0,62000.0,3.0,62000.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2010.0,2015.0,866.0,328.0,38.0,18414.0,42540.0,42069.0,421561.0,37193268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
37246936.0,2372.0,0.0,2077.0,773.0,4.0,90005.0,1703.0,936.0,31.0,11.0,1326.0,271.0,37246936.0,2352.0,0.0,2066.0,764.0,4.0,90005.0,1703.0,943.0,30.0,11.0,1328.0,0.0,0.0,0.0,31084.0,6037.0,64661.0,34.0627,118.2954,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,73.0,738.0,7389.0,738916.0,73891601.0,,,,,,0.0,,,,,,,,,,,,,73891601.0,73891601.0,,,,,,,,,,,,,235.0,153.0,,,,,,,,,,,,,37246936.0,37246936.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6037.0,6037.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000.0,3.0,68300.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,68300.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2001.0,2003.0,2031.0,778.0,4.0,90005.0,31084.0,6037.0,64661.0,37246936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
37354273.0,523.0,0.0,90.0,1122.0,4.0,91730.0,5824.0,0.0,0.0,0.0,0.0,399.0,37354273.0,522.0,0.0,94.0,1110.0,4.0,91730.0,5824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40140.0,6071.0,66618.0,34.0805,117.5784,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,0.0,64.0,641.0,6411.0,641100.0,64110000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,64110000.0,,,,,475.0,110.0,,,,,,,,,,,,,,,,,,,,,,37354273.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6071.0,,,,,0.0,0.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173300.0,3.0,,,,,,,,,173300.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,2011.0,94.0,1126.0,4.0,91730.0,40140.0,6071.0,66618.0,37354273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
