DunsNumber,Company,TradeName,Address,City,State,ZipCode,ZIP4,Officer,Title,Area,Phone,Region,HQDuns,HQCompany,HQTradeName,HQAddress,HQCity,HQState,HQZipCode,HQZIP4,HQOfficer,HQTitle,HQArea,HQPhone,Subsidiary,Related,Kids,CBSA,FipsCounty,CityCode,Latitude,Longitude,LevelCode,EstCat,Emp90,EmpC90,Emp91,EmpC91,Emp92,EmpC92,Emp93,EmpC93,Emp94,EmpC94,Emp95,EmpC95,Emp96,EmpC96,Emp97,EmpC97,Emp98,EmpC98,Emp99,EmpC99,Emp00,EmpC00,Emp01,EmpC01,Emp02,EmpC02,Emp03,EmpC03,Emp04,EmpC04,Emp05,EmpC05,Emp06,EmpC06,Emp07,EmpC07,Emp08,EmpC08,Emp09,EmpC09,Emp10,EmpC10,Emp11,EmpC11,Emp12,EmpC12,Emp13,EmpC13,Emp14,EmpC14,Emp15,EmpC15,EmpHere,EmpHereC,SizeCat,SIC2,SIC3,SIC4,SIC6,SIC8,SIC8_2,SIC8_3,SIC8_4,SIC8_5,SIC8_6,SICChange,SIC90,SIC91,SIC92,SIC93,SIC94,SIC95,SIC96,SIC97,SIC98,SIC99,SIC00,SIC01,SIC02,SIC03,SIC04,SIC05,SIC06,SIC07,SIC08,SIC09,SIC10,SIC11,SIC12,SIC13,SIC14,SIC15,Industry,IndustryGroup,HQDuns90,HQDuns91,HQDuns92,HQDuns93,HQDuns94,HQDuns95,HQDuns96,HQDuns97,HQDuns98,HQDuns99,HQDuns00,HQDuns01,HQDuns02,HQDuns03,HQDuns04,HQDuns05,HQDuns06,HQDuns07,HQDuns08,HQDuns09,HQDuns10,HQDuns11,HQDuns12,HQDuns13,HQDuns14,HQDuns15,HQDunsChange,FIPS90,FIPS91,FIPS92,FIPS93,FIPS94,FIPS95,FIPS96,FIPS97,FIPS98,FIPS99,FIPS00,FIPS01,FIPS02,FIPS03,FIPS04,FIPS05,FIPS06,FIPS07,FIPS08,FIPS09,FIPS10,FIPS11,FIPS12,FIPS13,FIPS14,FIPS15,FipsChange,OutofBis,YearStart,PayDexMin90,PayDexMax90,PayDexMin91,PayDexMax91,PayDexMin92,PayDexMax92,PayDexMin93,PayDexMax93,PayDexMin94,PayDexMax94,PayDexMin95,PayDexMax95,PayDexMin96,PayDexMax96,PayDexMin97,PayDexMax97,PayDexMin98,PayDexMax98,PayDexMin99,PayDexMax99,PayDexMin00,PayDexMax00,PayDexMin01,PayDexMax01,PayDexMin02,PayDexMax02,PayDexMin03,PayDexMax03,PayDexMin04,PayDexMax04,PayDexMin05,PayDexMax05,PayDexMin06,PayDexMax06,PayDexMin07,PayDexMax07,PayDexMin08,PayDexMax08,PayDexMin09,PayDexMax09,PayDexMin10,PayDexMax10,PayDexMin11,PayDexMax11,PayDexMin12,PayDexMax12,PayDexMin13,PayDexMax13,PayDexMin14,PayDexMax14,PayDexMin15,PayDexMax15,DnBRating90,DnBRating91,DnBRating92,DnBRating93,DnBRating94,DnBRating95,DnBRating96,DnBRating97,DnBRating98,DnBRating99,DnBRating00,DnBRating01,DnBRating02,DnBRating03,DnBRating04,DnBRating05,DnBRating06,DnBRating07,DnBRating08,DnBRating09,DnBRating10,DnBRating11,DnBRating12,DnBRating13,DnBRating14,DnBRating15,Sales90,SalesC90,Sales91,SalesC91,Sales92,SalesC92,Sales93,SalesC93,Sales94,SalesC94,Sales95,SalesC95,Sales96,SalesC96,Sales97,SalesC97,Sales98,SalesC98,Sales99,SalesC99,Sales00,SalesC00,Sales01,SalesC01,Sales02,SalesC02,Sales03,SalesC03,Sales04,SalesC04,Sales05,SalesC05,Sales06,SalesC06,Sales07,SalesC07,Sales08,SalesC08,Sales09,SalesC09,Sales10,SalesC10,Sales11,SalesC11,Sales12,SalesC12,Sales13,SalesC13,Sales14,SalesC14,Sales15,SalesC15,SalesHere,SalesHereC,SalesGrowth,SalesGrowthPeer,MoveYears,LastMove,MoveSIC4,OriginCity,OriginState,OriginZIP,DestCity,DestState,DestZIP,MoveEmp,EmpC,MoveSales,MoveSalesC,PubPriv,LegalStat,ForeignOwn,ImpExpInd,GovtContra,Minority,GenderCEO,WomenOwned,Relocate,MoveOften,Cottage,FirstYear,LastYear,Address_First,City_First,State_First,ZipCode_First,CBSA_First,FipsCounty_First,CityCode_First,DunsNumber.1,LastPayDex,PayDex1,PayDex2,PayDex3,PayDex4,PayDex5,PayDex6,PayDex7,PayDex8,PayDex9,PayDex10,PayDex11,PayDex12,PayDex13,PayDex14,PayDex15,PayDex16,PayDex17,PayDex18,PayDex19,PayDex20,PayDex21,UltimoAnnoUtile,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,DnB1,DnB2,DnB3,DnB4,DnB5,DnB6,DnB7,DnB8,DnB9,DnB10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
102292922.0,31.0,0.0,277.0,282.0,43.0,38401.0,3214.0,0.0,0.0,238.0,472.0,324.0,102292922.0,31.0,0.0,280.0,278.0,43.0,38401.0,3214.0,0.0,0.0,239.0,469.0,0.0,0.0,0.0,34980.0,47119.0,471960.0,35.615,87.0345,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,59.0,599.0,5992.0,599200.0,59920000.0,,,,,,0.0,,,,,,,,,,,,,,59920000.0,,,,,,,,,,,,,356.0,220.0,,,,,,,,,,,,,,102292922.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,47119.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,2003.0,276.0,287.0,43.0,38401.0,34980.0,47119.0,471960.0,102292922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
102668600.0,176.0,0.0,1004.0,1525.0,14.0,60099.0,2248.0,702.0,26.0,0.0,0.0,251.0,102668600.0,175.0,0.0,990.0,1504.0,14.0,60099.0,2248.0,717.0,26.0,0.0,0.0,0.0,0.0,0.0,29404.0,17097.0,179431.0,42.4552,87.8433,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,73.0,738.0,7389.0,738999.0,73899948.0,,,,,,0.0,,,,,,,,,,73899948.0,73899948.0,73899948.0,73899948.0,73899948.0,73899948.0,73899948.0,73899948.0,73899948.0,73899948.0,73899948.0,,,,,,,868.0,153.0,,,,,,,,,,102668600.0,102668600.0,102668600.0,102668600.0,102668600.0,102668600.0,102668600.0,102668600.0,102668600.0,102668600.0,102668600.0,,,,,,,0.0,,,,,,,,,,17097.0,17097.0,17097.0,17097.0,17097.0,17097.0,17097.0,17097.0,17097.0,17097.0,17097.0,,,,,,,0.0,0.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,15.0,14.0,13.0,11.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,46400.0,3.0,47100.0,3.0,47100.0,3.0,48300.0,3.0,50000.0,0.0,50000.0,0.0,50000.0,0.0,50000.0,0.0,50000.0,0.0,50000.0,0.0,50000.0,0.0,,,,,,,,,,,,,50000.0,0.0,2.0,2.0,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1998.0,2009.0,996.0,1529.0,14.0,60099.0,29404.0,17097.0,179431.0,102668600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
102883274.0,1823.0,0.0,1390.0,525.0,43.0,37072.0,1978.0,60.0,31.0,0.0,0.0,324.0,102883274.0,1809.0,0.0,1383.0,516.0,43.0,37072.0,1978.0,59.0,30.0,0.0,0.0,0.0,0.0,0.0,34980.0,47037.0,473754.0,36.3257,86.6999,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,2.0,2.0,0.0,73.0,738.0,7389.0,738999.0,73899999.0,,,,,,0.0,,,,,,,,,,,,,,73890100.0,73890100.0,73899999.0,73899999.0,73899999.0,73899999.0,73899999.0,73899999.0,73899999.0,73899999.0,73899999.0,,,124.0,153.0,,,,,,,,,,,,,,102883274.0,102883274.0,102883274.0,102883274.0,102883274.0,102883274.0,102883274.0,102883274.0,102883274.0,102883274.0,102883274.0,,,0.0,,,,,,,,,,,,,,47037.0,47037.0,47037.0,47037.0,47037.0,47037.0,47037.0,47037.0,47037.0,47037.0,47037.0,,,0.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,15.0,,,,,10.0,9.0,10.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87500.0,3.0,80000.0,3.0,70000.0,3.0,68000.0,3.0,65000.0,3.0,65000.0,3.0,62500.0,3.0,62000.0,3.0,60000.0,3.0,60000.0,3.0,120000.0,3.0,,,,,120000.0,3.0,1.0,1.0,48.0,2011.0,7389.0,106.0,35.0,37207.0,68.0,36.0,37072.0,1.0,2.0,60000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2002.0,2013.0,85.0,936.0,43.0,37212.0,34980.0,47037.0,476419.0,102883274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
103044280.0,965.0,0.0,1681.0,965.0,14.0,61761.0,1958.0,187.0,26.0,43.0,638.0,54.0,103044280.0,954.0,0.0,1676.0,951.0,14.0,61761.0,1958.0,184.0,26.0,43.0,637.0,0.0,0.0,0.0,14010.0,17113.0,176211.0,40.5208,88.9621,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,81.0,811.0,8111.0,811102.0,81110214.0,,,,,,0.0,,,,,,,,,,,,81110214.0,81110214.0,81110214.0,81110214.0,81110214.0,81110214.0,81110214.0,81110214.0,81110214.0,81110214.0,81110214.0,81110214.0,81110214.0,,,763.0,118.0,,,,,,,,,,,,103044280.0,103044280.0,103044280.0,103044280.0,103044280.0,103044280.0,103044280.0,103044280.0,103044280.0,103044280.0,103044280.0,103044280.0,103044280.0,,,0.0,,,,,,,,,,,,17113.0,17113.0,17113.0,17113.0,17113.0,17113.0,17113.0,17113.0,17113.0,17113.0,17113.0,17113.0,17113.0,,,0.0,0.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,87500.0,3.0,87000.0,3.0,83300.0,3.0,83300.0,3.0,76000.0,3.0,76000.0,3.0,75000.0,3.0,75000.0,3.0,75000.0,3.0,75000.0,3.0,75000.0,3.0,75000.0,3.0,75000.0,3.0,,,,,75000.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2000.0,2013.0,1656.0,969.0,14.0,61761.0,14010.0,17113.0,176211.0,103044280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
103312620.0,2335.0,281.0,2097.0,835.0,43.0,38115.0,4175.0,1782.0,19.0,219.0,413.0,289.0,179294467.0,2659.0,0.0,488.0,765.0,17.0,40213.0,1914.0,376.0,5.0,92.0,1659.0,0.0,5113.0,0.0,32820.0,47157.0,475912.0,35.0497,89.8561,1.0,0.0,,,,,,,,,,,,,,,,,,,,,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,3.0,58.0,581.0,5812.0,581203.0,58120307.0,,,,,,0.0,,,,,,,,,,,58120000.0,58120000.0,58120000.0,58120307.0,58120307.0,58120307.0,58120307.0,58120307.0,58120307.0,58120307.0,58120307.0,58120307.0,58120307.0,58120307.0,58120307.0,58120307.0,336.0,60.0,,,,,,,,,,,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,179294467.0,0.0,,,,,,,,,,,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,62.0,58.0,63.0,56.0,60.0,48.0,61.0,53.0,57.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571400.0,3.0,577300.0,3.0,600000.0,3.0,600000.0,3.0,631600.0,3.0,920000.0,3.0,920000.0,3.0,900000.0,3.0,900000.0,3.0,883300.0,3.0,875000.0,3.0,880000.0,3.0,875000.0,3.0,890000.0,3.0,900000.0,3.0,900000.0,3.0,900000.0,3.0,2.0,2.0,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1999.0,2015.0,2048.0,840.0,43.0,38115.0,32820.0,47157.0,475912.0,103312620.0,80.0,80.0,80.0,80.0,57.0,53.0,61.0,48.0,60.0,56.0,63.0,58.0,62.0,62.0,,,,,,,,,13.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,47157.0,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
103366290.0,1773.0,0.0,795.0,1256.0,48.0,98177.0,2830.0,1766.0,30.0,0.0,0.0,434.0,103366290.0,1763.0,0.0,785.0,1243.0,48.0,98177.0,2830.0,1768.0,29.0,0.0,0.0,0.0,0.0,0.0,42644.0,53033.0,538071.0,47.77,122.3852,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,17.0,174.0,1742.0,174201.0,17420101.0,17210000.0,,,,,0.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,17420101.0,285.0,131.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,103366290.0,0.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,0.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,72.0,65.0,70.0,47.0,62.0,47.0,62.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,3.0,187500.0,3.0,190700.0,3.0,195000.0,3.0,195000.0,3.0,195000.0,3.0,200000.0,3.0,225000.0,3.0,225000.0,3.0,250000.0,3.0,280000.0,3.0,300000.0,3.0,270000.0,3.0,270000.0,3.0,240000.0,3.0,225000.0,3.0,210000.0,3.0,200000.0,3.0,200000.0,3.0,200000.0,3.0,210000.0,3.0,200000.0,3.0,207000.0,3.0,206300.0,3.0,210000.0,3.0,225000.0,3.0,225000.0,3.0,1.0,1.0,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1989.0,2015.0,791.0,1243.0,48.0,98177.0,42644.0,53033.0,537927.0,103366290.0,47.0,47.0,47.0,47.0,62.0,47.0,62.0,47.0,70.0,65.0,72.0,71.0,,,,,,,,,,,15.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,53033.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
103419958.0,401.0,0.0,1326.0,1132.0,4.0,94063.0,1718.0,269.0,30.0,77.0,426.0,419.0,103419958.0,400.0,0.0,1320.0,1120.0,4.0,94063.0,1718.0,269.0,29.0,77.0,421.0,0.0,0.0,1.0,41884.0,6081.0,66701.0,37.4802,122.2109,4.0,2.0,10.0,0.0,10.0,0.0,10.0,0.0,15.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,2.0,59.0,594.0,5945.0,594501.0,59450101.0,,,,,,0.0,59450101.0,59450101.0,59450101.0,59450101.0,59450101.0,,,,,,,,,,,,,,,,,,,,,,48.0,163.0,103419958.0,103419958.0,103419958.0,103419958.0,103419958.0,,,,,,,,,,,,,,,,,,,,,,0.0,6085.0,6085.0,6001.0,6081.0,6081.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,32.0,56.0,80.0,63.0,76.0,57.0,76.0,63.0,76.0,56.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,32.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,590900.0,3.0,620700.0,3.0,593800.0,3.0,900000.0,3.0,900000.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000.0,3.0,1.0,1.0,4.0,1992.0,5945.0,147.0,3.0,94578.0,139.0,3.0,94063.0,10.0,0.0,593800.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1989.0,1994.0,2099.0,1038.0,4.0,94301.0,41940.0,6085.0,66029.0,103419958.0,69.0,56.0,76.0,63.0,76.0,57.0,76.0,63.0,80.0,56.0,,,,,,,,,,,,,94.0,6085.0,6085.0,6001.0,6081.0,,,,,,,1.0,17.0,28.0,1.0,25.0,21.0,20.0,15.0,16.0,18.0,3.0,3.0,3.0,3.0,,,,,,
103473625.0,2355.0,0.0,1220.0,535.0,22.0,49506.0,5460.0,1398.0,27.0,132.0,636.0,180.0,103473625.0,2335.0,0.0,1213.0,525.0,22.0,49506.0,5460.0,1400.0,27.0,133.0,635.0,0.0,0.0,0.0,24340.0,26081.0,263565.0,42.9419,85.6185,4.0,2.0,3.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,62.0,628.0,6282.0,628200.0,62820000.0,,,,,,0.0,62820000.0,62820000.0,,,,,,,,,,,,,,,,,,,,,,,,,486.0,227.0,103473625.0,103473625.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26081.0,26081.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,250000.0,3.0,250000.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000.0,3.0,2.0,2.0,0.0,1990.0,6282.0,56.0,18.0,49503.0,69.0,19.0,49506.0,3.0,0.0,250000.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1989.0,1991.0,982.0,537.0,22.0,49503.0,24340.0,26081.0,263565.0,103473625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
103741968.0,1651.0,0.0,1126.0,209.0,34.0,10512.0,1001.0,965.0,30.0,28.0,343.0,130.0,103741968.0,1641.0,0.0,1115.0,206.0,34.0,10512.0,1001.0,973.0,29.0,28.0,336.0,0.0,0.0,0.0,20524.0,36079.0,361118.0,41.0305,74.6395,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,65.0,651.0,6512.0,651203.0,65120302.0,,,,,,0.0,,,,,,,,,,,,,,65120302.0,65120302.0,,,,,,,,,,,,884.0,208.0,,,,,,,,,,,,,,103741968.0,103741968.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,36079.0,36079.0,,,,,,,,,,,,0.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375300.0,3.0,158900.0,3.0,,,,,,,,,,,,,,,,,,,,,,,158900.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2002.0,2004.0,1110.0,213.0,34.0,10512.0,20524.0,36079.0,361118.0,103741968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
103849303.0,127.0,21.0,1703.0,656.0,44.0,75951.0,0.0,42.0,19.0,72.0,478.0,477.0,835406448.0,125.0,0.0,1738.0,685.0,38.0,19406.0,2815.0,842.0,29.0,129.0,330.0,0.0,1163.0,0.0,48999.0,48241.0,484157.0,30.9813,93.9867,1.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,59.0,598.0,5984.0,598499.0,59849902.0,51720102.0,,,,,0.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,59849902.0,536.0,83.0,103746970.0,7915069.0,7915069.0,7915069.0,7915069.0,7915069.0,7915069.0,7915069.0,7915069.0,7915069.0,7915069.0,835406539.0,835406539.0,835406539.0,835406448.0,835406448.0,835406448.0,835406448.0,835406448.0,835406448.0,835406448.0,835406448.0,835406448.0,835406448.0,835406448.0,835406448.0,1.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,48241.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000.0,3.0,393800.0,3.0,400000.0,3.0,400000.0,3.0,400000.0,3.0,461700.0,3.0,436400.0,3.0,480000.0,3.0,500000.0,3.0,526000.0,3.0,500000.0,3.0,500000.0,3.0,500000.0,3.0,600000.0,3.0,533300.0,3.0,500000.0,3.0,525000.0,3.0,600000.0,3.0,533300.0,3.0,600000.0,3.0,600000.0,3.0,600000.0,3.0,600000.0,3.0,600000.0,3.0,533300.0,3.0,550000.0,3.0,550000.0,3.0,4.0,4.0,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1989.0,2015.0,2554.0,656.0,44.0,75951.0,48999.0,48241.0,484157.0,103849303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,29.0,26.0,25.0,21.0,20.0,15.0,16.0,18.0,,,,,,,,,,
