DunsNumber,Company,TradeName,Address,City,State,ZipCode,ZIP4,Officer,Title,Area,Phone,Region,HQDuns,HQTradeName,HQAddress,HQCity,HQOfficer,HQTitle,Subsidiary,Related,Kids,Latitude,Longitude,LevelCode,EstCat,Emp90,Emp14,Emp15,EmpC15,EmpHere,EmpHereC,SizeCat,SIC2,SIC8_2,SIC8_3,SIC8_4,SIC8_5,SICChange,SIC90,Industry,IndustryGroup,HQDunsChange,FipsChange,OutofBis,YearStart,SalesHereC,SalesGrowth,SalesGrowthPeer,MoveYears,MoveSIC4,OriginCity,OriginState,OriginZIP,DestCity,DestState,MoveEmp,EmpC,MoveSales,PubPriv,LegalStat,ForeignOwn,ImpExpInd,GovtContra,Minority,GenderCEO,WomenOwned,Relocate,MoveOften,Cottage,FirstYear,LastYear,Address_First,City_First,PayDex6,PayDex7,PayDex8,PayDex9,PayDex10,PayDex11,PayDex12,PayDex13,PayDex14,PayDex15,PayDex16,PayDex17,PayDex18,PayDex19,PayDex20,PayDex21,PayDex22,PayDex23,PayDex24,PayDex25,F1,F3,F4,F5,F6,F7,F8,F9,F10,DnB1,DnB2,DnB3,DnB4,DnB5,DnB6,DnB7,DnB8,DnB9,DnB10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
0.13374702322176057,0.6812941613982892,0.0,0.3285060975609756,0.30996068152031453,0.0196078431372549,0.355368395540475,0.40126414517280046,0.8756243756243757,0.48717948717948717,0.11372549019607843,0.8405951115834218,0.3003731343283582,0.13381494564646246,0.0,0.32680491551459295,0.3096345514950166,0.873878364905284,0.5405405405405406,0.0,0.0,0.0,0.37756603344487805,0.21463972302170375,0.25,1.0,0.003491835267536202,0.00010998680158380995,0.00011513309385649812,0.0,0.008502125531382847,1.0,0.42857142857142855,0.21428571428571425,0.13195763586956524,0.4115045838055661,0.44744967009964115,0.0,0.0,0.22431818330950704,0.993704092339979,0.4453125,0.0,0.0,0.0,0.627906976744186,1.0,1.0,1.0,0.2669491525423729,0.24367195410057374,0.5384615384615385,0.5670731707317074,0.24406687130467028,0.3310810810810811,0.5178571428571428,0.003551136363636364,0.0,0.008539410680526018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9199999999999875,0.3289676425269646,0.31176470588235294,0.8575581395348838,0.7848837209302325,0.867816091954023,0.8184523809523809,0.8647058823529412,0.7962962962962963,0.8454545454545453,0.869047619047619,0.8838028169014084,0.8636363636363636,0.7865853658536586,0.8701298701298702,0.7083333333333333,0.6208333333333333,0.763157894736842,0.7649253731343284,0.75,0.7291666666666666,0.8653846153846152,0.8904109589041096,0.3204983809657891,0.3204983809657891,0.3204983809657891,0.3204983809657891,0.3204983809657891,0.3204983809657891,0.3204983809657891,0.3204983809657891,0.3204983809657891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5
0.8558368886711524,0.7865377463741168,0.0,0.9500762195121951,0.10747051114023591,0.6666666666666666,0.105641056713524,0.2756652054235906,0.035464535464535464,0.7948717948717948,0.6392156862745098,0.5712008501594048,0.625,0.8558481924222926,0.0,0.9496927803379416,0.10564784053156147,0.0353938185443669,0.8108108108108109,0.0,0.0,0.0,0.5216328860711318,0.08733740607523965,0.25,1.0,0.0,6.599208095028596e-05,6.907985631389887e-05,0.0,0.0,0.0,0.0,0.7551020408163265,0.8602472826086957,0.7046039573101626,0.5037397403743191,0.0,0.0,0.7778851558406553,0.11647429171038826,0.0546875,0.0,0.0,0.0,0.6744186046511628,1.0,0.0,0.0,0.6567796610169492,0.7563561705478682,0.5233516483516484,0.6158536585365854,0.5395026884489401,0.654054054054054,0.6190476190476191,0.012784090909090908,0.5833333333333333,0.010588667212081855,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3199999999999932,0.9356702619414484,0.10849673202614378,0.7325581395348838,0.7412790697674418,0.9224137931034483,0.9404761904761904,0.9029411764705882,0.9197530864197531,0.8272727272727273,0.6726190476190476,0.6549295774647887,0.6818181818181819,0.8048780487804876,0.6623376623376623,0.6180555555555556,0.6833333333333333,0.618421052631579,0.7723880597014925,0.6911764705882351,0.7291666666666666,0.7884615384615385,0.7534246575342465,0.25667675630015485,0.25667675630015485,0.4294910601154442,0.4294910601154442,0.4294910601154442,0.3908594959876109,0.4333063494298184,0.4333063494298184,0.4333063494298184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.05418582694345038,0.7047229453328374,0.0,0.4321646341463415,0.24246395806028834,0.19607843137254902,0.29607973824527384,0.4239983688449383,0.7327672327672328,0.6666666666666666,0.0,0.0,0.055970149253731345,0.05425998771827429,0.0,0.4324116743471582,0.24119601328903656,0.7323030907278165,0.7027027027027027,0.0,0.0,0.0,0.3658445458300651,0.19787359011077177,0.25,1.0,0.0011810619287254802,4.399472063352396e-05,6.907985631389887e-05,0.0004472271914132379,0.0,0.0,0.0,0.16326530612244897,0.20182231250000002,0.2777679605843093,0.17725784690877505,0.0,0.0,0.2246583398219639,0.6998950682056664,0.7265625,0.0,0.0,0.0,0.813953488372093,0.0,0.3333333333333333,0.3333333333333333,0.7627118644067796,0.17676341545730678,0.7115384615384616,0.3353658536585366,0.6028692239550072,0.3675675675675676,0.47619047619047616,0.028409090909090908,0.5833333333333333,0.07459716050911666,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35999999999999943,0.7599999999999909,0.43143297380585516,0.24313725490196078,0.7848837209302326,0.7354651162790697,0.6522988505747127,0.6488095238095237,0.8588235294117647,0.7623456790123456,0.7999999999999999,0.7857142857142857,0.8204225352112676,0.8376623376623377,0.621951219512195,0.7564935064935066,0.5138888888888888,0.6000000000000001,0.5921052631578947,0.7014925373134329,0.6176470588235294,0.41145833333333337,0.7435897435897436,0.47602739726027393,0.423011403632268,0.5038927213853301,0.5038927213853301,0.5038927213853301,0.5672814303815289,0.5672814303815289,0.5672814303815289,0.5207729128537237,0.3555187948754048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.9166666666666666,1.0,1.0,1.0
0.12737547816363626,0.6221643733730011,0.0,0.9237804878048781,0.7228047182175623,0.45098039215686275,0.5513208919049928,0.4696707105719237,0.5014985014985015,0.6666666666666666,0.6862745098039216,0.2630180658873539,0.5597014925373134,0.12744390017772028,0.0,0.92357910906298,0.7249169435215947,0.5034895314057826,0.7027027027027027,0.0,0.0,0.0,0.6342830886618799,0.2992683612660313,0.25,1.0,0.0013864640032864332,0.0,0.0,0.0,0.0,0.0,0.0,0.7346938775510203,0.8178804510869565,0.8187571433068884,0.44744967009964115,0.0,0.0,0.7964123702798868,0.21301154249737672,0.171875,0.0,0.0,0.0,0.8372093023255813,1.0,0.3333333333333333,0.3333333333333333,0.19915254237288135,0.7307627404657442,0.5370879120879122,0.36585365853658536,0.5592669083867247,0.5648648648648649,0.375,0.057528409090909095,0.3333333333333333,0.05388341911283233,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4399999999999977,1.0,0.9098613251155624,0.7241830065359477,0.5581395348837209,0.5406976744186046,0.7385057471264368,0.6904761904761904,0.8205882352941176,0.8209876543209876,0.6909090909090908,0.6994047619047619,0.7676056338028169,0.7792207792207793,0.6829268292682926,0.827922077922078,0.6875000000000002,0.6125,0.7039473684210527,0.5708955223880596,0.5882352941176472,0.6093749999999999,0.7435897435897436,0.7294520547945205,0.3340912290581444,0.3340912290581444,0.3340912290581444,0.3340912290581444,0.4361748556947768,0.4361748556947768,0.4365408982120231,0.43625228776573277,0.3166971702097705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.017009253928131365,0.020825585719598364,0.0,0.7073170731707318,0.8715596330275229,0.1764705882352941,0.31836726450153496,0.6971148944846569,0.004995004995004995,0.6666666666666666,0.8196078431372549,0.4835281615302869,0.878731343283582,0.017086329697822818,0.0,0.7081413210445469,0.8750830564784053,0.004985044865403788,0.7027027027027027,0.0,0.0,0.0,0.28589662070277866,0.20024362625300873,0.25,1.0,0.0003081031118414296,8.798944126704795e-05,0.00011513309385649812,0.0013416815742397139,0.009752438109527384,0.0,0.42857142857142855,0.6530612244897959,0.5811973097826086,0.48322504722327164,0.8195066907506878,0.0,0.0,0.5987162637244731,0.7964323189926548,0.80859375,0.0,0.0,0.0,0.813953488372093,1.0,1.0,1.0,0.8305084745762712,0.6974350320620992,0.5370879120879122,0.2378048780487805,0.9528620135555511,0.7391891891891892,0.5238095238095237,0.002130681818181818,0.6666666666666666,0.004304293221711274,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35999999999999943,0.6399999999999864,0.7411402157164869,0.8751633986928103,0.8953488372093024,0.9069767441860465,0.7758620689655172,0.7529761904761904,0.9058823529411765,0.9598765432098765,0.8318181818181817,0.8869047619047619,0.7746478873239436,0.7922077922077922,0.6707317073170731,0.7662337662337663,0.6944444444444444,0.7875000000000001,0.7171052631578947,0.8656716417910448,0.6176470588235294,0.7343749999999999,0.75,0.845890410958904,0.5493101506405744,0.5493101506405744,0.4226946360692665,0.4055328734337604,0.2574053216950584,0.4644727579895819,0.39789525552583416,0.35962973391524705,0.2325637054765592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9032633375765213,0.5712160654518408,0.6128048780487805,0.7999237804878049,0.8414154652686763,0.4117647058823529,0.03361811278074002,0.5520440411866653,0.43306693306693306,0.7692307692307692,0.023529411764705882,0.7444208289054197,0.7182835820895522,0.903270922645601,0.6454849498327759,0.8014592933947773,0.8445182724252492,0.4376869391824526,0.7837837837837838,0.0,0.0,0.0,0.589875567973489,0.04761460150713881,0.25,1.0,0.0002054020745609531,0.0005279366476022877,0.0005526388505111909,0.0,0.0015003750937734434,0.0,0.14285714285714285,0.7244897959183673,0.6147035380434782,0.713419921924191,0.5037397403743191,0.0,0.0,0.6400138544780021,0.15005246589716684,0.453125,0.0,0.0,0.0,0.7441860465116279,1.0,0.3333333333333333,0.3333333333333333,0.2245762711864407,0.7384970187872651,0.5343406593406593,0.6158536585365854,0.2359088193485919,0.6324324324324324,0.5535714285714285,0.004971590909090909,0.5,0.009886638575920828,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12000000000000455,1.0,0.552773497688752,0.13594771241830064,0.8953488372093024,0.8953488372093023,0.896551724137931,0.9285714285714285,0.9058823529411765,0.9629629629629629,0.8545454545454546,0.9047619047619048,0.8732394366197184,0.9090909090909092,0.8048780487804876,0.9090909090909092,0.7152777777777779,0.8333333333333333,0.5855263157894737,0.791044776119403,0.5588235294117645,0.6302083333333334,0.7948717948717949,0.9006849315068493,0.30913698437280024,0.30913698437280024,0.30913698437280024,0.30913698437280024,0.30913698437280024,0.30913698437280024,0.30913698437280024,0.30913698437280024,0.30913698437280024,0.6875,0.03571428571428571,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.863482740469721,0.9654146522870956,0.0,0.9763719512195123,0.9567496723460026,0.7843137254901961,0.02136855711746647,0.36772351921704555,0.0,0.5641025641025641,0.2549019607843137,0.8039319872476088,0.7257462686567164,0.8634934447137808,0.0,0.9769585253456221,0.9574750830564784,0.0,0.5810810810810811,0.0,0.0,0.0,0.5453380921660268,0.060860964755619196,1.0,1.0,0.0002054020745609531,6.599208095028596e-05,0.00013815971262779776,0.0004472271914132379,0.0005001250312578144,0.6666666666666666,0.0,0.061224489795918366,0.34407718478260874,0.6392793854678253,0.5037397403743191,0.0,0.0,0.2901985469590515,0.9706190975865687,0.96484375,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.5254237288135594,0.6201203734953313,0.7115384615384616,0.6219512195121951,0.4801739766383058,0.5094594594594595,0.6309523809523809,0.007102272727272727,0.5,0.022342087817492716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23999999999999488,0.2799999999999869,0.9637904468412943,0.9562091503267973,0.8953488372093024,0.883720930232558,0.896551724137931,0.9107142857142856,0.9029411764705882,0.8765432098765432,0.7818181818181819,0.7976190476190476,0.8204225352112676,0.7922077922077922,0.7560975609756098,0.814935064935065,0.6250000000000002,0.7250000000000001,0.618421052631579,0.7649253731343284,0.6029411764705883,0.6302083333333334,0.7628205128205128,0.7842465753424657,0.22924116570463185,0.22924116570463185,0.22924116570463185,0.22924116570463185,0.22924116570463185,0.4875263972969168,0.33957482753766016,0.33957482753766016,0.33957482753766016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
0.6324450116921972,0.7069542580885088,0.0,0.9119664634146342,0.8492791612057667,0.27450980392156865,0.6253534496687672,0.16189213987154652,0.056943056943056944,0.7948717948717948,0.058823529411764705,0.7863974495217853,0.8488805970149254,0.6324738314788951,0.0,0.9116743471582182,0.853156146179402,0.0588235294117647,0.8108108108108109,0.0,0.0,0.0,0.5016662102766651,0.25824925658165443,0.25,1.0,0.00017972681524083394,0.00013198416190057194,0.00013815971262779776,0.0013416815742397139,0.00025006251562890725,0.6666666666666666,0.0,0.7346938775510203,0.8061964809782608,0.6296130965873317,0.5037397403743191,0.0,0.0,0.7774619465690439,0.13011542497376705,0.59765625,0.0,0.0,0.0,0.8953488372093024,1.0,1.0,1.0,0.6186440677966102,0.7676341545730678,0.43131868131868134,0.5975609756097561,0.38177777548876213,0.24324324324324326,0.6607142857142857,0.004971590909090909,0.3333333333333333,0.010705142551414757,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.6400000000000006,0.8799999999999955,0.9006163328197226,0.8529411764705882,0.7936046511627908,0.747093023255814,0.7701149425287357,0.7619047619047619,0.8911764705882353,0.7685185185185185,0.7000000000000001,0.6726190476190476,0.6971830985915493,0.698051948051948,0.5914634146341462,0.6558441558441559,0.5972222222222221,0.7333333333333334,0.6118421052631577,0.8843283582089552,0.6470588235294117,0.5520833333333334,0.8012820512820513,0.7465753424657533,0.4160073208503449,0.38706884415035897,0.3214346050964381,0.3214346050964381,0.30758834295368154,0.4060185836970294,0.4060185836970294,0.4060185836970294,0.4060185836970294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8583300998002866,0.07288955001859428,0.0,0.6436737804878049,0.09698558322411534,0.1764705882352941,0.3375747293585393,0.35824243042104187,0.531968031968032,0.6666666666666666,0.9490196078431372,0.7263549415515409,0.6380597014925373,0.8583412080600985,0.0,0.6463133640552995,0.09501661129568106,0.5358923230309073,0.7027027027027027,0.0,0.0,0.0,0.21491327816429107,0.1809804328165866,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7551020408163265,0.8602472826086957,0.7046039573101626,0.5037397403743191,0.0,0.0,0.7778851558406553,0.11647429171038826,0.0546875,0.0,0.0,0.0,0.6744186046511628,1.0,0.3333333333333333,0.3333333333333333,0.6059322033898306,0.7231690853864327,0.6730769230769231,0.7682926829268293,0.4186357924229003,0.4702702702702703,0.7738095238095237,0.012784090909090908,0.5,0.00952980049087367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6398305084745763,0.09869281045751634,0.7325581395348838,0.7412790697674418,0.8908045977011494,0.8928571428571428,0.9029411764705882,0.9382716049382716,0.8272727272727273,0.6726190476190476,0.6549295774647887,0.6818181818181819,0.8048780487804876,0.6623376623376623,0.6180555555555556,0.6833333333333333,0.618421052631579,0.7723880597014925,0.6911764705882351,0.7291666666666666,0.7884615384615385,0.7534246575342465,0.25012318738561173,0.25012318738561173,0.4015873574545966,0.4015873574545966,0.4015873574545966,0.3908594959876109,0.29565324510770097,0.29565324510770097,0.29565324510770097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.88647570441131,0.09297136481963555,0.0,0.4268292682926829,0.10419397116644823,0.6666666666666666,0.09776417838099855,0.5412376389030482,0.0,0.0,0.0,0.0,0.625,0.8864846057895744,0.0,0.4258832565284178,0.10232558139534885,0.0,0.0,0.0,0.0,0.0,0.5258332211696888,0.08661760123680495,0.25,1.0,0.00010270103728047654,8.798944126704795e-05,0.0004605323754259924,0.0,0.00025006251562890725,0.6666666666666666,0.0,0.7244897959183673,0.6148671358695652,0.713419921924191,0.5037397403743191,0.0,0.0,0.7941018327193898,0.9590766002098636,0.0703125,0.0,0.0,0.0,0.9186046511627907,1.0,0.3333333333333333,0.3333333333333333,0.2288135593220339,0.6405388682641467,0.6401098901098902,0.5975609756097561,0.47872932160441695,0.6337837837837839,0.5357142857142857,0.004261363636363637,0.25,0.021496053307247374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7199999999999989,0.9599999999999937,0.42565485362095534,0.10522875816993463,0.8372093023255814,0.755813953488372,0.7528735632183908,0.738095238095238,0.8705882352941177,0.9043209876543209,0.7909090909090909,0.8363095238095237,0.8802816901408451,0.8603896103896104,0.8048780487804876,0.8181818181818182,0.6388888888888891,0.7333333333333334,0.5855263157894737,0.791044776119403,0.6397058823529411,0.6979166666666666,0.7948717948717949,0.9006849315068493,0.51158313388709,0.5106891454315078,0.5106891454315078,0.5106891454315078,0.5106891454315078,0.5106891454315078,0.5106891454315078,0.5106891454315078,0.5106891454315078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
