LastPayDex,PayDex2,PayDex4
79.0,79.0,79.0
66.25,71.75,70.5
80.0,80.0,80.0
68.5,59.0,68.5
75.25,78.5,73.5
90.0,61.0,50.0
80.0,80.0,70.0
75.0,69.0,79.0
59.5,60.0,61.5
80.0,80.0,60.0
79.5,80.0,79.75
50.0,50.0,50.0
65.25,69.5,68.25
79.5,80.0,78.5
56.0,56.0,60.75
79.5,84.25,84.0
60.0,64.0,64.0
60.75,75.75,77.75
69.25,73.5,76.75
78.25,60.0,53.25
79.75,79.75,77.0
67.5,80.0,74.25
80.0,67.25,73.5
80.0,80.0,80.0
56.25,57.0,60.75
64.75,79.0,79.25
79.75,77.75,75.25
73.75,74.75,79.75
71.25,77.5,77.5
73.75,55.0,61.0
66.5,69.5,68.25
79.75,79.75,77.0
83.75,80.25,79.25
75.75,75.5,70.5
80.0,65.5,71.5
71.0,79.75,83.0
78.75,77.75,79.75
62.75,65.25,65.25
78.0,79.25,80.0
78.5,79.25,67.0
52.0,52.0,52.0
79.5,80.0,80.0
80.0,75.75,68.25
80.0,80.0,79.0
78.5,77.5,79.75
78.0,79.0,79.25
79.5,80.0,78.5
22.0,77.0,78.0
45.0,79.75,79.75
77.5,78.5,75.0
71.5,70.0,73.5
80.0,67.5,75.0
79.5,80.0,80.0
65.5,61.75,57.75
60.75,67.25,77.75
76.25,80.0,80.0
62.5,71.75,61.5
80.0,80.0,61.75
77.0,79.75,72.5
78.75,80.0,67.75
78.5,66.5,73.75
79.75,80.0,72.5
63.75,59.25,59.25
80.0,80.0,80.0
80.0,80.0,79.0
71.5,79.75,78.25
64.75,76.0,76.25
80.0,80.0,80.0
76.75,80.0,80.0
66.0,65.75,73.0
77.5,78.25,79.75
80.0,80.0,79.5
58.0,63.0,70.5
76.75,79.25,76.5
70.0,63.0,62.0
72.25,69.75,72.75
79.5,77.5,78.0
66.5,77.0,79.25
79.0,79.25,78.5
78.75,74.0,72.0
52.0,78.0,62.25
72.75,75.75,74.75
58.25,58.25,55.5
80.0,80.0,80.0
80.0,76.75,74.5
24.0,24.0,35.0
80.0,80.0,80.0
69.0,67.0,67.0
68.0,71.0,73.0
77.0,66.75,78.25
33.0,58.0,80.0
79.75,79.75,77.0
73.75,69.5,79.75
6.0,6.0,6.0
73.75,72.0,72.25
71.0,77.25,76.5
80.0,80.0,80.0
74.0,72.0,70.25
80.0,80.0,60.75
69.0,79.0,72.0
65.75,65.0,76.75
69.0,72.5,76.75
80.0,80.0,78.25
80.0,80.0,80.0
48.0,33.0,80.0
79.5,76.75,80.0
78.0,79.25,80.0
81.0,80.0,78.5
67.0,72.5,74.25
78.0,72.0,78.0
78.75,79.0,79.0
74.5,78.25,78.0
80.0,66.0,79.0
80.0,80.0,80.0
80.0,74.5,72.5
80.0,80.0,80.0
80.0,80.0,80.0
71.75,70.25,70.25
78.75,79.75,78.0
60.5,65.5,70.0
80.0,80.0,78.25
80.0,80.0,76.0
71.5,70.0,73.5
77.25,73.75,79.75
70.0,74.5,79.0
72.5,72.0,68.25
79.75,79.25,80.25
80.0,80.0,60.75
55.0,55.0,61.25
80.0,80.0,80.0
77.75,77.75,71.5
71.75,77.75,80.0
80.0,80.0,80.0
79.0,80.0,80.0
79.25,79.25,79.0
62.25,66.75,72.0
70.0,80.0,80.0
50.5,63.75,79.75
60.75,67.25,78.0
73.5,75.0,76.25
79.0,80.0,61.0
64.75,76.0,70.75
80.0,65.25,67.0
80.0,80.0,79.75
80.0,80.0,80.0
74.0,66.75,61.0
77.0,74.25,77.0
80.0,80.0,80.0
79.0,84.0,79.0
80.0,80.0,72.75
80.0,80.0,79.0
73.5,79.0,80.0
37.0,37.0,8.0
77.75,81.0,74.25
68.5,67.75,77.5
60.5,65.5,70.0
80.0,73.25,66.0
61.75,61.5,66.0
81.25,81.5,81.5
80.0,79.5,59.0
76.5,70.25,72.25
56.25,57.0,60.75
54.25,59.5,59.5
65.5,80.0,77.5
73.0,60.0,76.0
80.0,71.25,75.75
61.0,53.0,52.0
79.5,77.25,78.0
76.75,80.0,80.0
80.0,80.0,80.0
64.25,77.25,74.5
79.75,79.75,79.25
80.0,79.0,79.25
80.0,80.0,67.0
79.5,79.5,78.5
80.0,80.0,73.25
77.75,73.25,74.0
62.25,56.5,56.5
64.75,80.0,78.0
80.0,80.0,80.0
56.0,65.0,67.0
68.0,68.0,67.25
29.0,61.75,60.75
66.5,67.25,65.75
78.25,80.0,80.0
61.5,75.75,74.0
80.0,78.25,80.0
79.5,80.0,80.0
80.0,80.0,80.0
80.0,80.0,80.0
80.0,71.5,74.0
76.75,73.5,68.25
80.0,80.0,80.0
78.75,79.0,76.5
76.75,73.25,73.0
77.0,83.25,84.0
78.25,73.25,80.0
9.0,49.0,54.0
64.0,63.0,66.0
80.0,80.0,60.75
77.25,77.25,78.25
56.0,56.25,73.25
80.0,80.0,80.0
64.5,77.25,74.5
54.5,64.75,73.0
77.0,80.0,80.0
78.25,77.5,66.0
80.0,80.0,78.75
80.0,79.0,80.0
80.0,80.0,80.0
78.0,78.75,78.0
80.0,80.0,80.0
72.75,72.75,70.25
80.0,75.75,74.75
80.0,80.0,79.75
80.0,80.0,80.0
68.0,70.0,63.0
56.25,57.0,60.75
80.0,80.0,80.0
79.25,77.75,70.25
42.25,39.75,42.0
79.0,79.0,76.5
77.25,77.75,72.5
80.0,80.0,85.5
47.0,42.0,41.75
67.25,78.5,61.5
65.75,80.0,79.0
75.25,70.0,73.5
80.0,80.0,80.0
79.25,79.25,80.0
76.75,80.0,79.5
70.0,65.0,60.25
80.0,74.0,60.75
75.25,71.25,75.75
79.75,74.25,65.75
69.0,76.0,76.0
78.0,76.0,74.0
62.25,67.75,78.5
80.0,80.0,79.0
73.75,76.25,76.25
85.25,85.0,84.0
75.75,74.25,69.0
80.0,80.0,60.75
46.0,73.25,74.5
67.75,73.75,79.75
80.0,78.0,78.0
75.5,78.0,78.0
79.25,73.25,75.0
76.0,77.75,68.5
68.0,54.0,55.0
80.0,74.0,80.0
79.5,79.75,78.5
76.75,78.25,80.0
80.0,79.5,78.25
70.5,73.75,79.75
80.0,80.0,80.0
80.0,80.0,79.75
67.0,74.25,73.25
76.75,80.0,80.0
71.5,71.5,74.75
22.0,23.0,23.0
80.0,80.0,80.0
80.0,78.25,77.75
80.25,72.75,75.75
77.75,78.5,70.5
58.5,55.5,79.0
71.75,79.75,79.75
79.5,80.0,77.25
75.0,80.0,73.75
68.75,75.25,74.0
79.5,79.25,65.75
78.0,77.75,78.75
61.75,61.5,66.0
72.0,61.0,62.0
73.25,75.75,67.0
76.0,77.75,79.5
79.75,79.75,57.75
65.75,66.25,71.25
72.25,71.0,66.25
80.0,80.0,80.0
41.5,56.25,46.25
80.0,80.0,76.75
79.5,80.0,77.25
67.0,80.0,80.0
76.75,80.0,80.0
55.0,66.0,79.0
70.0,74.5,79.0
77.0,78.5,78.5
80.0,80.0,80.0
79.5,79.5,78.5
80.0,80.0,80.0
73.75,69.5,79.75
76.0,77.75,68.5
56.75,59.75,63.5
80.0,80.0,80.0
76.75,77.25,80.0
49.0,55.5,59.0
79.75,79.75,77.0
79.5,80.0,78.5
50.25,51.5,54.75
80.0,79.0,74.75
79.25,77.75,70.25
79.5,79.25,78.5
80.25,72.75,75.75
77.75,79.25,81.5
80.0,80.0,80.0
80.0,80.0,76.5
78.75,78.75,79.0
47.0,47.0,62.0
72.0,75.25,79.75
61.5,60.0,59.25
78.75,80.0,78.0
79.0,83.75,83.75
71.0,77.25,76.5
65.25,69.5,68.25
67.75,73.75,79.75
71.75,75.5,72.25
78.25,80.0,80.0
74.5,74.25,74.25
80.0,80.0,80.0
80.0,80.0,76.0
80.0,80.0,80.0
71.75,80.0,80.0
80.0,80.0,80.0
71.0,77.25,76.5
81.5,81.5,81.5
78.5,61.5,55.25
79.5,79.25,65.75
79.5,80.0,80.0
71.25,75.75,73.75
80.0,73.0,71.0
80.0,80.0,80.0
80.0,80.0,80.0
56.25,57.0,60.75
80.0,79.25,80.0
79.25,77.75,70.25
80.0,80.0,80.0
80.0,80.0,74.75
80.0,80.0,80.0
79.0,79.0,78.0
80.0,80.0,80.0
4.0,4.0,4.0
61.0,61.0,79.75
80.0,78.0,76.0
73.5,69.5,68.25
67.0,74.25,74.25
56.5,59.0,63.25
67.25,63.0,72.0
65.0,67.0,69.0
72.5,77.5,72.5
65.75,77.5,79.0
2.0,2.0,80.0
70.0,74.5,79.0
67.5,68.0,68.0
79.5,79.75,73.0
54.5,55.25,55.75
50.25,64.0,79.0
79.0,71.0,79.0
80.0,80.0,80.0
78.25,78.0,68.0
80.0,80.0,80.0
78.25,79.5,80.0
69.0,77.0,77.75
76.75,81.75,79.0
78.5,75.0,75.75
80.0,80.0,80.0
80.0,80.0,75.0
80.0,80.0,76.25
59.25,65.75,73.0
70.0,80.0,80.0
56.25,61.0,61.0
80.0,80.0,80.0
45.75,45.5,62.25
69.25,79.75,80.0
63.0,83.0,60.75
66.0,72.5,78.5
74.5,74.25,74.25
80.0,73.0,10.0
58.25,59.25,57.5
62.25,61.5,59.0
80.0,79.0,80.0
70.0,74.5,79.0
72.75,66.25,70.75
81.0,81.0,80.0
66.75,59.0,72.75
80.0,74.0,60.75
40.0,33.0,26.0
79.5,77.5,76.25
52.0,63.75,73.75
62.75,70.25,74.75
74.25,77.5,77.5
75.0,80.0,80.0
80.0,80.0,80.0
69.0,63.25,72.25
63.25,72.5,76.75
80.0,79.75,80.0
76.75,74.25,79.5
67.5,78.0,79.25
80.0,76.75,71.75
65.5,57.25,57.0
79.5,79.5,78.5
80.0,80.0,79.0
69.5,52.0,77.0
80.0,80.0,80.0
64.75,79.75,71.5
80.0,80.0,79.0
80.0,80.0,80.0
80.0,80.0,80.0
79.25,79.25,79.0
15.0,15.0,80.0
53.25,61.5,61.5
80.0,80.0,80.0
73.75,72.0,66.75
30.0,58.0,72.0
64.25,79.5,74.75
74.5,71.5,76.5
80.0,80.0,78.75
71.0,58.0,78.0
65.0,76.0,80.0
67.0,67.0,58.0
75.25,73.25,73.0
71.5,71.5,74.75
80.0,73.25,80.0
76.0,79.0,76.5
79.5,80.0,78.5
48.75,60.0,60.5
80.0,80.0,80.0
77.75,79.0,76.5
61.5,77.5,78.25
72.75,68.75,70.75
63.0,70.25,74.75
73.75,69.5,79.75
73.25,75.0,75.5
73.25,67.0,64.75
78.25,73.25,80.0
80.0,80.0,79.75
75.0,74.25,79.0
79.25,77.5,77.5
78.0,79.0,80.0
79.75,79.75,60.75
80.0,80.0,79.75
78.5,80.0,70.5
80.0,80.0,78.5
79.5,79.25,71.5
66.75,64.5,72.75
62.25,63.0,60.0
66.0,70.5,76.75
80.0,80.0,80.0
72.5,70.75,69.0
80.0,72.5,80.0
58.25,58.75,58.5
75.75,79.0,73.25
72.25,59.0,73.0
69.25,52.0,77.0
63.0,80.0,80.0
80.0,80.0,74.75
67.5,68.0,68.0
80.0,80.0,80.0
72.0,68.25,61.0
80.0,80.0,79.75
67.5,67.25,74.75
78.0,79.0,79.0
72.75,72.75,70.5
56.75,59.75,66.0
80.0,79.0,80.0
76.75,76.75,74.5
79.0,79.25,78.5
57.0,62.0,59.0
79.25,79.0,79.25
80.0,66.5,66.5
76.75,81.75,79.0
60.75,66.5,66.5
80.0,80.0,78.0
58.5,60.5,79.0
75.75,73.75,74.5
79.75,79.75,57.75
78.25,63.25,73.25
72.5,70.5,71.75
73.0,73.0,70.0
80.0,80.0,80.0
78.5,79.0,79.25
49.0,75.0,75.0
23.0,46.0,66.0
76.0,77.75,68.5
80.0,80.0,80.0
60.75,65.25,72.0
59.0,69.5,68.25
80.0,79.5,80.0
66.25,80.0,80.0
72.75,68.25,74.75
79.75,77.75,75.75
80.0,80.0,80.0
78.25,73.25,80.0
79.75,79.75,77.0
68.25,68.0,72.0
80.0,80.0,72.0
75.75,74.25,64.5
74.0,73.0,78.75
74.0,71.75,57.25
70.25,67.5,70.5
80.0,80.0,80.0
7.0,7.0,61.25
69.25,77.75,75.75
58.25,58.75,56.0
80.0,80.0,67.0
58.25,56.75,63.75
64.75,64.25,64.25
65.5,79.25,72.75
79.5,80.0,80.0
72.75,69.0,63.5
77.0,79.0,76.5
80.0,80.0,70.75
71.25,71.75,79.5
80.0,80.0,75.0
66.0,65.75,73.0
16.0,64.0,57.0
80.0,80.0,74.25
73.75,49.0,77.0
71.5,71.5,74.75
79.0,77.5,77.5
80.0,80.0,81.0
80.0,77.0,80.0
77.25,76.25,75.25
74.75,71.25,78.5
62.25,61.5,60.0
80.0,80.0,80.0
63.0,63.0,60.0
74.5,81.75,81.75
80.0,80.0,80.0
70.5,71.25,74.75
80.0,80.0,79.0
79.5,79.75,73.0
61.75,61.75,61.25
80.0,79.0,80.0
16.0,16.0,15.0
61.0,61.0,73.75
79.0,76.5,66.5
45.75,45.5,66.0
75.5,76.75,80.5
67.75,73.75,79.75
65.25,61.0,80.0
78.0,80.0,76.0
79.0,77.0,67.0
70.0,74.5,79.0
80.0,80.0,34.0
80.0,80.0,80.0
59.0,69.5,68.25
80.0,80.0,74.75
70.0,72.75,72.0
70.75,75.25,73.75
78.5,73.0,78.25
82.25,83.0,66.75
70.0,80.0,79.0
72.25,67.75,75.5
76.75,80.0,80.0
46.5,49.75,66.0
69.25,69.0,79.25
60.5,46.0,70.0
77.25,78.75,76.0
74.0,68.75,66.5
59.25,60.0,53.25
60.0,64.0,64.0
80.0,80.0,78.25
79.5,80.0,78.5
73.75,76.25,76.25
80.0,71.25,71.75
73.75,72.75,76.75
80.0,79.5,75.75
80.0,80.0,80.0
79.5,80.0,67.75
75.25,75.25,79.75
67.5,67.25,74.75
61.5,61.0,61.0
45.75,45.5,66.0
62.0,61.25,64.5
67.0,73.5,76.25
80.0,80.0,80.0
78.5,79.75,73.75
78.25,74.75,78.5
80.0,76.5,66.5
73.25,72.75,78.25
80.0,80.0,77.0
79.75,79.25,79.0
76.75,81.75,84.0
80.0,80.0,80.0
70.25,67.5,70.5
80.0,80.0,80.0
81.25,81.5,81.5
71.0,61.5,62.0
80.0,80.0,80.0
70.0,80.0,79.0
41.5,54.75,77.75
71.0,79.75,77.75
76.25,72.0,67.0
75.75,73.75,74.5
76.0,79.0,76.5
6.0,6.0,23.0
80.0,77.0,76.75
71.0,77.25,76.5
88.0,75.25,75.25
71.5,70.0,73.5
81.0,80.0,78.5
66.75,78.5,78.25
80.0,72.75,76.75
80.0,80.0,80.0
66.0,65.75,78.5
80.0,80.0,80.0
79.25,78.0,75.25
81.25,81.5,81.5
81.25,81.5,81.5
80.0,80.0,80.0
35.0,5.0,5.0
78.75,76.75,78.25
79.5,79.5,78.5
81.75,81.5,78.75
71.25,78.25,71.25
80.0,80.0,80.0
64.25,79.5,74.75
77.25,77.75,72.5
80.0,80.0,80.0
80.0,80.0,80.0
81.75,81.75,79.0
80.0,80.0,78.25
80.0,78.5,77.5
70.0,70.5,66.75
78.0,77.75,78.75
80.0,80.0,80.0
55.0,65.0,65.0
80.0,80.0,80.0
80.0,80.0,80.0
75.5,75.5,78.75
78.25,80.0,80.0
80.0,80.0,80.0
78.25,80.0,80.0
78.0,80.0,75.0
50.0,50.0,80.0
79.0,79.0,79.75
56.25,57.0,60.0
78.75,79.0,79.25
78.75,79.0,79.25
84.75,84.25,85.25
69.5,79.75,73.75
80.0,80.0,80.0
64.25,75.25,79.0
72.75,72.75,72.0
44.5,44.5,61.25
68.75,67.5,71.25
49.75,51.0,59.0
66.5,69.0,69.0
64.5,52.0,76.5
80.0,67.0,65.0
78.25,77.75,79.5
80.25,79.25,68.5
77.25,73.75,79.75
80.0,80.0,74.25
65.25,65.25,65.5
69.0,70.25,52.0
80.0,70.5,71.75
80.0,80.0,80.0
80.0,80.0,80.0
78.0,60.25,80.0
64.0,59.0,72.75
73.0,80.0,80.0
71.0,71.25,71.5
50.5,64.0,79.0
80.0,76.0,70.5
66.0,66.0,78.0
63.0,75.25,79.0
63.5,63.5,68.25
80.0,80.0,80.0
80.0,79.0,79.0
53.5,61.5,61.5
80.0,80.0,80.0
61.75,76.0,58.0
82.5,74.25,71.5
50.0,50.0,78.5
68.5,71.25,80.5
41.0,46.0,70.0
67.0,60.0,58.5
80.0,80.0,76.5
56.5,56.75,55.5
80.0,80.0,80.0
80.0,80.0,79.75
7.0,7.0,25.0
71.25,79.0,76.5
80.0,80.0,57.0
80.0,79.0,79.0
62.25,67.5,78.5
71.0,78.5,78.0
80.0,80.0,80.0
73.0,70.25,68.75
59.75,75.75,75.75
80.0,80.0,74.0
80.0,80.0,80.0
74.5,64.0,64.0
79.75,79.5,75.75
79.75,80.0,78.75
80.0,67.25,78.5
80.0,80.0,80.0
83.75,83.5,82.5
80.0,78.0,77.5
79.25,78.75,78.5
62.25,72.5,79.5
62.0,58.0,59.5
76.0,77.0,79.25
66.0,61.25,58.25
67.0,65.75,64.0
71.5,70.0,73.5
77.25,73.75,79.75
74.0,84.0,63.5
62.0,64.0,64.0
75.75,71.25,75.75
80.0,80.0,80.0
78.5,67.25,77.0
80.0,80.0,80.0
77.25,77.25,76.0
67.75,80.0,80.0
76.25,72.0,67.0
75.75,75.75,76.25
80.0,80.0,80.0
75.25,77.5,72.0
62.0,74.25,74.25
63.0,80.0,80.0
80.0,80.0,79.5
80.0,80.0,80.0
80.0,79.5,59.0
79.75,78.5,73.75
59.0,60.5,80.0
60.5,46.0,70.0
77.0,74.0,74.0
61.0,61.0,44.5
80.0,80.0,79.0
